title,price,category,rating,availability,description_len,has_desc,n_reviews,title_len,url
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,Nonfiction,3,15,1820,1,0,99,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
Big Magic: Creative Living Beyond Fear,30.8,Nonfiction,3,15,1419,1,0,38,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,Nonfiction,2,15,3159,1,0,60,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
Agnostic: A Spirited Manifesto,12.51,Nonfiction,5,15,1759,1,0,30,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,Nonfiction,4,14,1442,1,0,102,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,Nonfiction,2,14,1113,1,0,67,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
The Year of Magical Thinking,43.04,Nonfiction,2,14,1700,1,0,28,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
The Literature Book (Big Ideas Simply Explained),17.43,Nonfiction,3,14,1756,1,0,48,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,Nonfiction,1,14,2003,1,0,98,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
Swell: A Year of Waves,45.58,Nonfiction,1,14,1100,1,0,22,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,Nonfiction,2,14,2058,1,0,68,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
Looking for Lovely: Collecting the Moments that Matter,29.14,Nonfiction,5,14,1407,1,0,54,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
Let It Out: A Journey Through Journaling,26.79,Nonfiction,5,14,2086,1,0,40,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Hamilton: The Revolution,58.79,Nonfiction,3,14,2012,1,0,24,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,Nonfiction,4,14,1810,1,0,78,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,Nonfiction,5,14,2115,1,0,99,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,Nonfiction,4,14,5415,1,0,65,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Brain on Fire: My Month of Madness,49.32,Nonfiction,5,14,1209,1,0,34,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Abstract City,56.37,Nonfiction,5,14,2751,1,0,13,https://books.toscrape.com/catalogue/abstract-city_658/index.html
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,Nonfiction,1,13,1622,1,0,64,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
The Lonely City: Adventures in the Art of Being Alone,33.26,Nonfiction,2,12,1705,1,0,53,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Diary of a Young Girl,59.9,Nonfiction,3,12,1397,1,0,25,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Nonfiction,3,12,1816,1,0,95,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
Furiously Happy: A Funny Book About Horrible Things,41.46,Nonfiction,4,12,1941,1,0,51,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Nonfiction,4,11,2570,1,0,65,https://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
"Mother, Can You Not?",16.89,Nonfiction,5,11,1660,1,0,20,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,Nonfiction,3,11,1950,1,0,56,https://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,Nonfiction,2,10,1030,1,0,125,https://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,Nonfiction,2,9,1519,1,0,83,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
"Zero to One: Notes on Startups, or How to Build the Future",34.06,Nonfiction,3,8,1818,1,0,58,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
Why Not Me?,17.76,Nonfiction,1,8,2118,1,0,11,https://books.toscrape.com/catalogue/why-not-me_554/index.html
When Breath Becomes Air,39.36,Nonfiction,2,8,1479,1,0,23,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,Nonfiction,4,8,1680,1,0,85,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,Nonfiction,5,8,161,1,0,75,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
Rising Strong,21.82,Nonfiction,3,8,867,1,0,13,https://books.toscrape.com/catalogue/rising-strong_539/index.html
Man's Search for Meaning,29.48,Nonfiction,3,8,1469,1,0,24,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,Nonfiction,2,8,1750,1,0,104,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,Nonfiction,3,8,1382,1,0,72,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
I Will Find You,44.21,Nonfiction,1,8,1568,1,0,15,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
Brazen: The Courage to Find the You That's Been Hiding,19.22,Nonfiction,2,8,1473,1,0,54,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,56.91,Nonfiction,4,8,1937,1,0,24,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,55.06,Nonfiction,4,8,1720,1,0,50,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,Nonfiction,3,8,1659,1,0,50,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,Nonfiction,3,7,1360,1,0,67,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,46.64,Nonfiction,2,7,993,1,0,46,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,Nonfiction,4,6,1587,1,0,63,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
In Cold Blood,49.98,Nonfiction,4,6,943,1,0,13,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
"Girl, Interrupted",42.14,Nonfiction,3,6,1272,1,0,17,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,Nonfiction,2,5,1818,1,0,76,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,Nonfiction,4,5,1871,1,0,92,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
My Mother Was Nuts,31.63,Nonfiction,4,5,1570,1,0,18,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,Nonfiction,3,5,334,1,0,62,https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,Nonfiction,3,4,2072,1,0,84,https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
The Gunning of America: Business and the Making of American Gun Culture,16.81,Nonfiction,4,4,2558,1,0,71,https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,Nonfiction,2,4,1763,1,0,79,https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
God Is Not Great: How Religion Poisons Everything,27.8,Nonfiction,1,4,1006,1,0,49,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,Nonfiction,3,3,2722,1,0,108,https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,Nonfiction,3,3,926,1,0,81,https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,Nonfiction,1,3,2194,1,0,49,https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Under the Banner of Heaven: A Story of Violent Faith,30.0,Nonfiction,1,3,1428,1,0,52,https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,Nonfiction,1,3,2093,1,0,109,https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
The Name of God is Mercy,37.25,Nonfiction,2,3,3877,1,0,24,https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
Stiff: The Curious Lives of Human Cadavers,36.74,Nonfiction,3,3,808,1,0,42,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Spilled Milk: Based on a True Story,49.51,Nonfiction,1,3,1079,1,0,35,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,Nonfiction,4,3,1289,1,0,87,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Outliers: The Story of Success,14.16,Nonfiction,1,3,1049,1,0,30,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Notes from a Small Island (Notes From a Small Island #1),40.17,Nonfiction,1,3,1386,1,0,56,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Night (The Night Trilogy #1),13.51,Nonfiction,1,3,1135,1,0,28,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,Nonfiction,1,3,1349,1,0,92,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Letter to a Christian Nation,22.2,Nonfiction,1,3,970,1,0,28,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,Nonfiction,1,3,1253,1,0,55,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,Nonfiction,1,3,2390,1,0,92,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Into the Wild,56.7,Nonfiction,5,3,1490,1,0,13,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,Nonfiction,3,3,2083,1,0,80,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,Nonfiction,2,3,1543,1,0,76,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Gratitude,26.66,Nonfiction,5,3,1113,1,0,9,https://books.toscrape.com/catalogue/gratitude_163/index.html
Disrupted: My Misadventure in the Start-Up Bubble,15.28,Nonfiction,5,3,2589,1,0,49,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Brave Enough,51.32,Nonfiction,5,3,1544,1,0,12,https://books.toscrape.com/catalogue/brave-enough_135/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,Nonfiction,2,3,2270,1,0,90,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Blink: The Power of Thinking Without Thinking,21.74,Nonfiction,5,3,2376,1,0,45,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Black Flags: The Rise of ISIS,40.87,Nonfiction,1,3,2266,1,0,29,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
Are We Smart Enough to Know How Smart Animals Are?,56.58,Nonfiction,1,3,2138,1,0,50,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,Nonfiction,4,3,998,1,0,67,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
"The Suffragettes (Little Black Classics, #96)",11.89,Nonfiction,2,2,940,1,0,45,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
Kindle Paperwhite User's Guide,34.0,Nonfiction,3,2,30,1,0,30,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
H is for Hawk,57.42,Nonfiction,5,2,1403,1,0,13,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
Travels with Charley: In Search of America,57.82,Nonfiction,5,1,1869,1,0,42,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
The Tumor,41.56,Nonfiction,5,1,1818,1,0,9,https://books.toscrape.com/catalogue/the-tumor_85/index.html
The End of the Jesus Era (An Investigation #1),14.4,Nonfiction,1,1,832,1,0,46,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
"Eat, Pray, Love",51.32,Nonfiction,3,1,1057,1,0,15,https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
Rip it Up and Start Again,35.02,Music,5,19,936,1,0,25,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,Music,3,19,1126,1,0,82,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
How Music Works,37.32,Music,2,19,1539,1,0,15,https://books.toscrape.com/catalogue/how-music-works_979/index.html
Love Is a Mix Tape (Music #1),18.03,Music,1,14,1447,1,0,29,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Please Kill Me: The Uncensored Oral History of Punk,31.19,Music,4,8,997,1,0,51,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,Music,5,8,3560,1,0,67,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
"Chronicles, Vol. 1",52.6,Music,2,7,1677,1,0,18,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
This Is Your Brain on Music: The Science of a Human Obsession,38.4,Music,1,5,1536,1,0,61,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,Music,3,4,2353,1,0,131,https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
No One Here Gets Out Alive,20.02,Music,5,4,990,1,0,26,https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Life,31.58,Music,5,2,255,1,0,4,https://books.toscrape.com/catalogue/life_104/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,Music,2,1,2014,1,0,65,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Forever Rockers (The Rocker #12),28.8,Music,3,1,1104,1,0,32,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,Default,3,19,3411,1,0,87,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,Default,4,19,2057,1,0,94,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,Default,2,19,1204,1,0,46,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,Default,3,19,1524,1,0,107,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
Aladdin and His Wonderful Lamp,53.13,Default,3,19,2019,1,0,30,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
Penny Maybe,33.29,Default,3,18,256,1,0,11,https://books.toscrape.com/catalogue/penny-maybe_965/index.html
Maude (1883-1993):She Grew Up with the country,18.02,Default,2,18,1292,1,0,46,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,Default,5,16,1315,1,0,82,https://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
Soul Reader,39.58,Default,2,16,203,1,0,11,https://books.toscrape.com/catalogue/soul-reader_926/index.html
Bossypants,49.46,Default,2,16,1358,1,0,10,https://books.toscrape.com/catalogue/bossypants_883/index.html
A World of Flavor: Your Gluten Free Passport,42.95,Default,1,16,1801,1,0,44,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,Default,5,16,2084,1,0,61,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
Tracing Numbers on a Train,41.6,Default,3,15,763,1,0,26,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
Thirteen Reasons Why,52.72,Default,1,15,959,1,0,20,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
The Secret (The Secret #1),27.37,Default,4,15,1309,1,0,26,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
The Psychopath Test: A Journey Through the Madness Industry,36.0,Default,2,15,1852,1,0,59,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
The Kite Runner,41.82,Default,4,15,1770,1,0,15,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html
The Girl on the Train,55.02,Default,2,15,1287,1,0,21,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
The Emerald Mystery,23.15,Default,2,15,1577,1,0,19,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,Default,3,15,0,0,0,96,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
The Art of War,33.34,Default,5,15,1423,1,0,14,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html
Secrets and Lace (Fatal Hearts #1),20.27,Default,1,15,1651,1,0,34,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,Default,1,15,1228,1,0,52,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,Default,1,15,373,1,0,116,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,Default,1,15,1155,1,0,87,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
Large Print Heart of the Pride,19.15,Default,2,15,1210,1,0,30,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
Grumbles,22.16,Default,2,15,196,1,0,8,https://books.toscrape.com/catalogue/grumbles_812/index.html
First Steps for New Christians (Print Edition),29.0,Default,1,15,2168,1,0,46,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
Eureka Trivia 6.0,54.59,Default,4,15,1467,1,0,17,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
Drive: The Surprising Truth About What Motivates Us,34.95,Default,4,15,1757,1,0,51,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Done Rubbed Out (Reightman & Bailey #1),37.72,Default,5,15,1552,1,0,39,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Beauty Restored (Riley Family Legacy Novellas #3),11.11,Default,2,15,1142,1,0,49,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Ayumi's Violin,15.48,Default,2,15,787,1,0,14,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Anonymous,46.82,Default,4,15,979,1,0,9,https://books.toscrape.com/catalogue/anonymous_790/index.html
Amy Meets the Saints and Sages,18.46,Default,3,15,1740,1,0,30,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Amatus,50.54,Default,5,15,301,1,0,6,https://books.toscrape.com/catalogue/amatus_787/index.html
V for Vendetta (V for Vendetta Complete),37.1,Default,4,14,1113,1,0,40,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,Default,2,14,1993,1,0,70,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
The Wright Brothers,56.8,Default,4,14,2345,1,0,19,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The Songs of the Gods,44.48,Default,5,14,943,1,0,21,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Rosie Project (Don Tillman #1),54.04,Default,1,14,1918,1,0,34,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Power of Habit: Why We Do What We Do in Life and Business,16.88,Default,3,14,3001,1,0,61,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
Steve Jobs,39.5,Default,5,14,923,1,0,10,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Luckiest Girl Alive,49.83,Default,3,14,1346,1,0,19,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,Default,4,14,1711,1,0,85,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Lady Midnight (The Dark Artifices #1),16.28,Default,5,14,1959,1,0,37,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
"Hush, Hush (Hush, Hush #1)",47.02,Default,3,14,1295,1,0,26,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Greek Mythic History,10.23,Default,5,14,1368,1,0,20,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
Every Last Word,46.47,Default,3,14,1679,1,0,15,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Daily Fantasy Sports,36.58,Default,1,14,2814,1,0,20,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Clockwork Angel (The Infernal Devices #1),44.14,Default,1,14,1203,1,0,41,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
City of Fallen Angels (The Mortal Instruments #4),11.23,Default,4,14,1342,1,0,49,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Bones (The Mortal Instruments #1),43.28,Default,1,14,1543,1,0,41,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Ashes (The Mortal Instruments #2),47.27,Default,1,14,1714,1,0,41,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
